X,Y,FID,LEAAUNumbe,LEAInstNam,LEACategor,LEAIUNumbe,LEAIU,LEACountyN,LEAStatus,LEAStatusE,LEAWebAddr,LEAMailing,LEAMaili_1,LEAMaili_2,LEAMaili_3,LEAMaili_4,LEAMaili_5,LEALocatio,LEALocat_1,LEALocat_2,LEALocat_3,LEALocat_4,LEALocat_5,LEAPhoneNu,LEAPhone_1,LEAAdminTi,LEAAdminSa,LEAAdminFi,LEAAdminMi,LEAAdminLa,LEAAdminSu,LEAAdminPh,LEAAdmin_1,SchoolInst,SchoolAUNN,SchoolBran,SchoolName,GradeYear,GradeList,GradeCtgy,K4_Half,K4_Full,K5_Half,K5_Full,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Elementary,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Secondary_,SchoolCoun,SchoolStat,SchoolSt_1,SchoolWebA,SchoolPhon,SchoolPh_1,SchoolMail,SchoolMa_1,SchoolMa_2,SchoolMa_3,SchoolMa_4,SchoolMa_5,SchoolLoca,SchoolLo_1,SchoolLo_2,SchoolLo_3,SchoolLo_4,SchoolLo_5,SchoolAdmi,SchoolAd_1,SchoolAd_2,SchoolAd_3,SchoolAd_4,SchoolAd_5,CyberSchoo
-79.9461310483981,40.5879553964255,67,103024603,Hampton Township SD,School District,3,Allegheny IU 3,Allegheny,Open,2000/03/06 00:00:00+00,http://www.ht-sd.org,4591 School Dr, ,Allison Park,PA,15101,0,4591 School Dr, ,Allison Park,PA,15101,0,(412)492-6302, ,Superintendent,Dr,Michael,R,Loughead, ,(412)492-6303,0,Regular School,103024603,179,Hampton MS,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1994/07/22 00:00:00+00, ,(412)492-6356, ,4589 School Rd, ,Allison Park,PA,15101,2516,4589 School Rd, ,Allison Park,PA,15101,2516,Principal,Mrs,Marlynn, ,Lux, , 
-79.9404898260432,40.5833906641186,68,103024603,Hampton Township SD,School District,3,Allegheny IU 3,Allegheny,Open,2000/03/06 00:00:00+00,http://www.ht-sd.org,4591 School Dr, ,Allison Park,PA,15101,0,4591 School Dr, ,Allison Park,PA,15101,0,(412)492-6302, ,Superintendent,Dr,Michael,R,Loughead, ,(412)492-6303,0,Regular School,103024603,5190,Hampton HS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,2000/07/24 00:00:00+00, ,(412)492-6376, ,2929 McCully Rd, ,Allison Park,PA,15101,1327,2929 McCully Rd, ,Allison Park,PA,15101,1327,Principal,Dr,Marguerite, ,Imbarlina, , 
-79.7493602129954,40.6479735776119,69,103024753,Highlands SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.goldenrams.com,1500 Pacific Avenue,PO Box 288,Natrona Heights,PA,15065,288,1500 Pacific Avenue,PO Box 288,Natrona Heights,PA,15065,288,(724)226-2400, , , , , , , , ,0,Regular School,103024753,180,Fawn Primary Center,2017-2018,"K4H,K5F-2",ELEMENTARY,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998/04/14 00:00:00+00,http://www.goldenrams.com,(724)224-4844, ,5591 Ridge Rd, ,Natrona Heights,PA,15065,3048,5591 Ridge Rd, ,Natrona Heights,PA,15065,3048,Principal,Mr,Ian, ,Miller, , 
-79.7397584676731,40.6115693144089,70,103024753,Highlands SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.goldenrams.com,1500 Pacific Avenue,PO Box 288,Natrona Heights,PA,15065,288,1500 Pacific Avenue,PO Box 288,Natrona Heights,PA,15065,288,(724)226-2400, , , , , , , , ,0,Regular School,103024753,182,Fairmount Primary Center,2017-2018,K5F-2,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1999/07/06 00:00:00+00,http://www.goldenrams.com,(724)224-5880, ,1060 Atlantic Ave, ,Brackenridge,PA,15014,1213,1060 Atlantic Ave, ,Brackenridge,PA,15014,1213,Principal,Mr,Ian, ,Miller, , 
-79.7567066488637,40.603747594698,71,103024753,Highlands SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.goldenrams.com,1500 Pacific Avenue,PO Box 288,Natrona Heights,PA,15065,288,1500 Pacific Avenue,PO Box 288,Natrona Heights,PA,15065,288,(724)226-2400, , , , , , , , ,0,Regular School,103024753,191,Grandview Upper El Sch,2017-2018,"PreKH,3-5",ELEMENTARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2000/07/06 00:00:00+00,http://www.goldenrams.com,(724)224-0300, ,101 East 9th Ave, ,Tarentum,PA,15084,0,101 East 9th Ave, ,Tarentum,PA,15084,0,Principal,Mrs,Heather, ,Hauser, , 
-79.7275270148494,40.6177657140926,72,103024753,Highlands SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.goldenrams.com,1500 Pacific Avenue,PO Box 288,Natrona Heights,PA,15065,288,1500 Pacific Avenue,PO Box 288,Natrona Heights,PA,15065,288,(724)226-2400, , , , , , , , ,0,Regular School,103024753,5153,Highlands SHS,2017-2018,7-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1999/07/06 00:00:00+00,http://www.goldenrams.com,(724)226-1000, ,1500 Pacific Ave, ,Natrona Heights,PA,15065,2099,1500 Pacific Ave, ,Natrona Heights,PA,15065,2099,Principal,Ms,Cathy,M,Russo, , 
-79.7327428714426,40.6172397423782,73,103024753,Highlands SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.goldenrams.com,1500 Pacific Avenue,PO Box 288,Natrona Heights,PA,15065,288,1500 Pacific Avenue,PO Box 288,Natrona Heights,PA,15065,288,(724)226-2400, , , , , , , , ,0,Regular School,103024753,7202,Highlands MS,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1999/01/27 00:00:00+00,http://www.goldenrams.com,(724)226-0600, ,1350 Broadview Boulevard, ,Natrona Heights,PA,15065,1198,1350 Broadview Boulevard, ,Natrona Heights,PA,15065,1198,Principal,Mr,Charles, ,Mort, , 
-79.9825710875242,40.4427751965358,74,102023217,Hill House Passport Academy Charter School,Charter School,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,2014/07/01 00:00:00+00,http://hhpa.k12.com/,510 Heldman Street, ,Pittsburgh,PA,15219,0,510 Heldman Street, ,Pittsburgh,PA,15219,0,(412)376-3724, ,Chief Executive Officer,Mr,Jeffrey,R,Jackson, ,(412)376-3724,1002,Regular School,102023217,8308,Hill House Passport Academy Charter School,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,2014/07/01 00:00:00+00,http://hhpa.k12.com/,(412)376-3724, ,510 Heldman Street, ,Pittsburgh,PA,15219,0,510 Heldman Street, ,Pittsburgh,PA,15219,0,Chief Executive Officer,Mr,Jeffrey,R,Jackson, ,FALSE
-80.0426342763904,40.4237722058384,75,103025002,Keystone Oaks SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.kosd.org,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,(412)571-6000, , ,Dr,William,P,Stropkaj, ,(412)571-6005,0,Regular School,103025002,203,Fred L Aiken El Sch,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2000/07/06 00:00:00+00, ,(412)921-9166, ,881 Greentree Rd, ,Pittsburgh,PA,15220,3429,881 Greentree Rd, ,Pittsburgh,PA,15220,3429,Principal,Mr,Dave, ,Thomas, , 
-80.0243055202538,40.3674683519155,76,103025002,Keystone Oaks SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.kosd.org,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,(412)571-6000, , ,Dr,William,P,Stropkaj, ,(412)571-6005,0,Regular School,103025002,204,Myrtle Ave Sch,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1996/08/06 00:00:00+00, ,(412)571-6137, ,3724 Myrtle Ave, ,Pittsburgh,PA,15234,2168,3724 Myrtle Ave, ,Pittsburgh,PA,15234,2168,Acting Principal,Mr,Scott, ,Mizikar, , 
-80.0305289542191,40.3872932451976,77,103025002,Keystone Oaks SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.kosd.org,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,(412)571-6000, , ,Dr,William,P,Stropkaj, ,(412)571-6005,0,Regular School,103025002,5112,Keystone Oaks HS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,2000/07/06 00:00:00+00, ,(412)571-6040, ,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,Principal,Mr,Jason, ,Kushak, , 
-80.0438365294643,40.3947391612914,78,103025002,Keystone Oaks SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.kosd.org,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,(412)571-6000, , ,Dr,William,P,Stropkaj, ,(412)571-6005,0,Regular School,103025002,7461,Dormont El Sch,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998/04/02 00:00:00+00, ,(412)571-6152, ,3200 Annapolis Ave, ,Pittsburgh,PA,15216,1836,3200 Annapolis Ave, ,Pittsburgh,PA,15216,1836,Principal,Mr,Brian, ,Werner, , 
-80.0293692067294,40.3867216180502,79,103025002,Keystone Oaks SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.kosd.org,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,1000 Kelton Ave, ,Pittsburgh,PA,15216,2421,(412)571-6000, , ,Dr,William,P,Stropkaj, ,(412)571-6005,0,Regular School,103025002,7462,Keystone Oaks MS,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998/04/02 00:00:00+00, ,(412)571-6146, ,1002 Kelton Ave, ,Pittsburgh,PA,15216,2421,1002 Kelton Ave, ,Pittsburgh,PA,15216,2421,Principal,Mr,Jeffrey, ,Kattan, , 
-80.0236085497642,40.4558021918797,80,102023030,Manchester Academic CS,Charter School,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1998/05/27 00:00:00+00,http://www.MACSK8.org,1214 Liverpool St, ,Pittsburgh,PA,15233,1304,1214 Liverpool St, ,Pittsburgh,PA,15233,1304,(412)322-0585, ,Chief Executive Officer,Mr,Vasilios,A,Scoumis, ,(412)322-0585,0,Regular School,102023030,7549,Manchester Academic CS,2017-2018,"K5F-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998/11/24 00:00:00+00, ,(412)322-0585, ,1214 Liverpool Street, ,Pittsburgh,PA,15233,1304,1214 Liverpool Street, ,Pittsburgh,PA,15233,1304,Chief Executive Officer,Mr,Vasilios, ,Scoumis, ,FALSE
-79.8313371052267,40.3441845303324,81,103026002,McKeesport Area SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.mckasd.net,3590 O'Neil Boulevard, ,Mc Keesport,PA,15132,1145,3590 O'Neil Boulevard, ,Mc Keesport,PA,15132,1145,(412)664-3610, ,Superintendent,Dr,Mark,P,Holtzman,Jr.,(412)664-3612,0,Regular School,103026002,6105,McKeesport Area SHS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1998/06/22 00:00:00+00, ,(412)664-3650, ,1960 Eden Park Blvd, ,Mc Keesport,PA,15132,7617,1960 Eden Park Blvd, ,Mc Keesport,PA,15132,7617,Principal,Mr,Thomas, ,Bauman, , 
-79.8334310673742,40.346510742686,82,103026002,McKeesport Area SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.mckasd.net,3590 O'Neil Boulevard, ,Mc Keesport,PA,15132,1145,3590 O'Neil Boulevard, ,Mc Keesport,PA,15132,1145,(412)664-3610, ,Superintendent,Dr,Mark,P,Holtzman,Jr.,(412)664-3612,0,Regular School,103026002,7673,Founders Hall Middle Sch,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2000/09/07 00:00:00+00, ,(412)664-3690, ,3600 O'Neil Boulevard, ,Mc Keesport,PA,15132,0,3600 O'Neil Boulevard, ,Mc Keesport,PA,15132,0,Principal,Mrs,Ashlee, ,Boyle, , 
-79.8590637834391,40.3445951753575,83,103026002,McKeesport Area SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.mckasd.net,3590 O'Neil Boulevard, ,Mc Keesport,PA,15132,1145,3590 O'Neil Boulevard, ,Mc Keesport,PA,15132,1145,(412)664-3610, ,Superintendent,Dr,Mark,P,Holtzman,Jr.,(412)664-3612,0,Regular School,103026002,8399,Twin Rivers El Sch,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2017/07/01 00:00:00+00, ,(412)664-3750, ,1600 Cornell St, ,McKeesport,PA,15132,0,1600 Cornell St, ,McKeesport,PA,15132,0,Principal,Mr,Paul, ,Sweda, , 
-79.8083519623576,40.3503423118022,84,103026002,McKeesport Area SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.mckasd.net,3590 O'Neil Boulevard, ,Mc Keesport,PA,15132,1145,3590 O'Neil Boulevard, ,Mc Keesport,PA,15132,1145,(412)664-3610, ,Superintendent,Dr,Mark,P,Holtzman,Jr.,(412)664-3612,0,Regular School,103026002,8400,Francis McClure El Sch,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2017/07/01 00:00:00+00, ,(412)664-3740, ,500 Longvue Dr, ,McKeesport,PA,15131,1227,500 Longvue Dr, ,McKeesport,PA,15131,1227,Principal,Mr,Tom, ,Knight, , 
-79.8313371052267,40.3441845303324,85,103026037,McKeesport Area Tech Ctr,Career and Technical Center,3,Allegheny IU 3,Allegheny,Open,1990/07/06 00:00:00+00,http://www.mckasd.net,1960 Eden Park Boulevard, ,McKeesport,PA,15132,1643,1960 Eden Park Boulevard, ,McKeesport,PA,15132,1643,(412)664-3613, ,Director Vocational Education,Dr,Mark, ,Holtzman,Jr.,(412)664-3612,0,Occupational CTC,103026037,6672,McKeesport Area Tech Ctr,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,2000/03/20 00:00:00+00,http://www.mckasd.net,(412)664-3613, ,1960 Eden Park Boulevard, ,McKeesport,PA,15132,1643,1960 Eden Park Boulevard, ,McKeesport,PA,15132,1643,Director Vocational Education,Dr,Mark, ,Holtzman,Jr., 
-80.1186402645574,40.4672762374889,86,103026303,Montour SD,School District,3,Allegheny IU 3,Allegheny,Open,2000/08/24 00:00:00+00,http://www.montourschools.com,225 Clever Road, ,Mc Kees Rocks,PA,15136,4012,225 Clever Road, ,Mc Kees Rocks,PA,15136,4012,(412)490-6500,6240,Superintendent,Dr,Christopher, ,Stone, ,(412)490-6500,6221,Regular School,103026303,5017,Montour HS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1997/12/16 00:00:00+00, ,(412)490-6500,1610,223 Clever Rd, ,Mc Kees Rocks,PA,15136,1087,223 Clever Rd, ,Mc Kees Rocks,PA,15136,1087,Principal,Mr,Todd, ,Price, , 
-80.101732297349,40.4851934787878,87,103026303,Montour SD,School District,3,Allegheny IU 3,Allegheny,Open,2000/08/24 00:00:00+00,http://www.montourschools.com,225 Clever Road, ,Mc Kees Rocks,PA,15136,4012,225 Clever Road, ,Mc Kees Rocks,PA,15136,4012,(412)490-6500,6240,Superintendent,Dr,Christopher, ,Stone, ,(412)490-6500,6221,Regular School,103026303,8177,David E Williams MS,2017-2018,"5-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2011/07/01 00:00:00+00, ,(412)771-8802, ,60 Gawaldo Dr, ,Coraopolis,PA,15108,0,60 Gawaldo Dr, ,Coraopolis,PA,15108,0,Principal,Mr,Dominic, ,Salpeck, , 
-80.1208465286919,40.4654585044061,88,103026303,Montour SD,School District,3,Allegheny IU 3,Allegheny,Open,2000/08/24 00:00:00+00,http://www.montourschools.com,225 Clever Road, ,Mc Kees Rocks,PA,15136,4012,225 Clever Road, ,Mc Kees Rocks,PA,15136,4012,(412)490-6500,6240,Superintendent,Dr,Christopher, ,Stone, ,(412)490-6500,6221,Regular School,103026303,8418,Montour El Sch,2017-2018,K5F-4,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2017/07/01 00:00:00+00, ,(414)264-6452, ,221 Clever Rd, ,McKees Rocks,PA,15136,0,221 Clever Rd, ,McKees Rocks,PA,15136,0,Principal,Mr,Jason, ,Shoaf, , 
-80.2200113040725,40.510320844123,89,103026343,Moon Area SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.moonarea.net,8353 University Boulevard, ,Moon Township,PA,15108,4202,8353 University Boulevard, ,Moon Township,PA,15108,4202,(412)264-9440, ,Superintendent,Dr,Maureen, ,Ungarean, ,(412)264-9440,1106,Regular School,103026343,4951,Moon SHS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1997/11/07 00:00:00+00, ,(412)264-9440,2003,8353 University Blvd, ,Moon Township,PA,15108,4202,8353 University Blvd, ,Moon Township,PA,15108,4202,Principal,Mr,Barry, ,Balaski, , 
-80.1767874699918,40.5000326125794,90,103026343,Moon Area SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.moonarea.net,8353 University Boulevard, ,Moon Township,PA,15108,4202,8353 University Boulevard, ,Moon Township,PA,15108,4202,(412)264-9440, ,Superintendent,Dr,Maureen, ,Ungarean, ,(412)264-9440,1106,Regular School,103026343,7441,J H Brooks El Sch,2017-2018,K5F-4,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1997/04/18 00:00:00+00, ,(412)264-9440,6000,1720 Hassam Rd, ,Moon Township,PA,15108,3251,1720 Hassam Rd, ,Moon Township,PA,15108,3251,Principal,Mr,Lucas, ,Furlow, , 
-80.1740332074829,40.4788425858273,91,103026343,Moon Area SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.moonarea.net,8353 University Boulevard, ,Moon Township,PA,15108,4202,8353 University Boulevard, ,Moon Township,PA,15108,4202,(412)264-9440, ,Superintendent,Dr,Maureen, ,Ungarean, ,(412)264-9440,1106,Regular School,103026343,7952,McCormick El Sch,2017-2018,K5F-4,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2007/07/01 00:00:00+00, ,(412)264-9440,9000,2801 Beaver Grade Rd, ,Moon Township,PA,15108,0,2801 Beaver Grade Rd, ,Moon Township,PA,15108,0,Principal,Dr,Julie, ,Moore, , 
-80.2173968688292,40.5127575589897,92,103026343,Moon Area SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.moonarea.net,8353 University Boulevard, ,Moon Township,PA,15108,4202,8353 University Boulevard, ,Moon Township,PA,15108,4202,(412)264-9440, ,Superintendent,Dr,Maureen, ,Ungarean, ,(412)264-9440,1106,Regular School,103026343,8253,Moon Area Lower MS,2017-2018,5-6,ELEMENTARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2012/07/01 00:00:00+00, ,(412)264-9440,3001,8353 University Blvd., ,Moon Township,PA,15108,0,904 Beaver Grade Road, ,Moon Township,PA,15108,0,Principal,Mrs,Melissa, ,Heasley, , 
-80.2173968688292,40.5127575589897,93,103026343,Moon Area SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.moonarea.net,8353 University Boulevard, ,Moon Township,PA,15108,4202,8353 University Boulevard, ,Moon Township,PA,15108,4202,(412)264-9440, ,Superintendent,Dr,Maureen, ,Ungarean, ,(412)264-9440,1106,Regular School,103026343,8254,Moon Area Upper MS,2017-2018,7-8,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2012/07/01 00:00:00+00, ,(412)264-9440,3001,8353 University Blvd., ,Moon Township,PA,15108,0,904 Beaver Grade Road, ,Moon Township,PA,15108,0,Principal,Mrs,Melissa, ,Heasley, , 
-80.2187955115906,40.5304798890289,94,103026343,Moon Area SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.moonarea.net,8353 University Boulevard, ,Moon Township,PA,15108,4202,8353 University Boulevard, ,Moon Township,PA,15108,4202,(412)264-9440, ,Superintendent,Dr,Maureen, ,Ungarean, ,(412)264-9440,1106,Regular School,103026343,8347,J.A. Allard El Sch,2017-2018,K5F-4,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2015/07/01 00:00:00+00, ,(412)262-2500, ,170 Shafer Road, ,Moon Township,PA,15108,1093,170 Shafer Road, ,Moon Township,PA,15108,1093,Principal,Ms,Susan, ,Kazmierczak, , 
-80.1970212465205,40.5235652700417,95,103026343,Moon Area SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.moonarea.net,8353 University Boulevard, ,Moon Township,PA,15108,4202,8353 University Boulevard, ,Moon Township,PA,15108,4202,(412)264-9440, ,Superintendent,Dr,Maureen, ,Ungarean, ,(412)264-9440,1106,Regular School,103026343,8370,Richard J. Hyde El Sch,2017-2018,K5F-4,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2016/07/01 00:00:00+00, ,(412)264-9440,7002,110 Wallridge Dr, ,Moon Township,PA,15108,1144,110 Wallridge Dr, ,Moon Township,PA,15108,1144,Principal,Mr,Joseph, ,Johnson, , 
-80.0452068285819,40.3787275401976,96,103026402,Mt Lebanon SD,School District,3,Allegheny IU 3,Allegheny,Open,1999/06/08 00:00:00+00,http://www.mtlsd.org,7 Horsman Dr, ,Pittsburgh,PA,15228,1107,7 Horsman Dr, ,Pittsburgh,PA,15228,1107,(412)344-2077, ,Superintendent,Dr,Timothy,J,Steinhauer, ,(412)344-2077,0,Regular School,103026402,245,Washington El Sch,2017-2018,"K5H,1-5",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2000/06/21 00:00:00+00, ,(412)344-2142, ,735 Washington Rd, ,Pittsburgh,PA,15228,2044,735 Washington Rd, ,Pittsburgh,PA,15228,2044,Principal,Ms,Melissa,M,Nelson, , 
